notes,species,family,reference,calyx_length_mm,corolla_tube_mm,corolla_length_mm,corolla_colour,stamen_length_mm,distribution,altitude
NA,Cryptocarya ceramica,lau,Kostermans (1988) Reinwardtia 10,NA,NA,NA,NA,NA,Seram,NA
NA,Cryptocarya cordata,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,NA,NA,NA,New Britain_Bougainville,50
NA,Cryptocarya cordifolia,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Papua New Guinea,NA
NA,Cryptocarya costata,lau,de Kok (2016) Kew Bull. 71,NA,NA,1.1_1.3,green_yellow,NA,Peninsular Malaysia_Sumatra_Java,250_1600
NA,Cryptocarya crassinerviopsis,lau,Kostermans (1988) Reinwardtia 10,NA,NA,2_3,yellow-brown,NA,Sulawesi,1000_1200
only doubtfully present in New Guinea (Australian sp),Cryptocarya cunninghamii,lau,NA,NA,NA,NA,NA,NA,NA,NA
NA,Cryptocarya cuprea,lau,Rheedea 4: 14 (1994),NA,NA,1.5,NA,NA,Mt Murud (Sarawak),2400
NA,Cryptocarya darusensis,lau,Botanica Helvetica. Zurich 100(1): 33 (1990) (1990),NA,NA,NA,NA,NA,NA,NA
NA,Cryptocarya densiflora,lau,de Kok (2015) Gard. Bull. Sing,NA,NA,2_3,white_cream-green_brown,NA,S. China_Laos_Cambodia_Vietnam_Thailand_Peninsular Malaysia_Borneo_Sumatra_Java_Sulawesi_Sumbawa_Flores_Aru islands_Philippines_New Guinea_Queensland,1_1600
NA,Cryptocarya depressa,lau,Bot. Jahrb. Syst. 13(3-4): 316 (1891),NA,NA,NA,NA,NA,Bismark archipelago_Solomon islands,NA
NA,Cryptocarya dipterocarpifolia,lau,Bot. Helv. 100: 34 (1990),NA,NA,NA,NA,NA,NA,NA
NA,Cryptocarya diversifolia,lau,de Kok (2015) Gard. Bull. Sing,NA,NA,3.7_4.4,green-white_yellow-brown,NA,Andaman islands_Hainan_Vietnam_Thailand_Peninsular Malaysia_Borneo_Sumatra,1_1000
check C. percoriacea in Reinw 7,Cryptocarya durifolia,lau,Bull. Jard. Bot. État Bruxelles 27: 182 (1957),NA,NA,NA,NA,NA,NA,NA
NA,Cryptocarya edanoii,lau,Philipp. J. Sci. 20: 384 (1922),NA,NA,NA,NA,NA,Mindanao,NA
NA,Cryptocarya elliptifolia,lau,Philipp. J. Sci. 14: 396 (1919),NA,NA,NA,NA,NA,Taiwan_Philippines,NA
NA,Cryptocarya elongata,lau,Bot. Helv. 100: 34 (1990),NA,NA,NA,NA,NA,NA,NA
NA,Cryptocarya endiandrifolia,lau,Kostermans (1968) Reinwardtia 7,NA,NA,1.5,NA,NA,Papua New Guinea,30_750
NA,Cryptocarya enervis,lau,de Kok (2016) Kew Bull. 71,NA,NA,1.6_2.8,NA,NA,Peninsular Malaysia_Sarawak_Brunei_Kalimantan,10_50
NA,Cryptocarya engleriana,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,brown-white,NA,New Guinea,1000
NA,Cryptocarya euphlebia,lau,Philipp. J. Sci. 14: 396 (1919),NA,NA,NA,NA,NA,Philippines,NA
NA,Cryptocarya everettii,lau,"Philipp. J. Sci., C 4: 257 (1909)",NA,NA,NA,NA,NA,Negros,NA
NA,Cryptocarya exfoliata,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,NA,NA,NA,New Guinea,rainforest_dry ridges
NA,Cryptocarya fagifolia,lau,Gamble (2010) Bull. Misc. Inform. Kew,NA,NA,1.5_2,NA,NA,New Guinea,NA
NA,Cryptocarya ferrea,lau,de Kok (2015) Gard. Bull. Sing,NA,NA,1.5_2.5,pale green_pale yellow,NA,Vietnam_Cambodia_Laos_Peninsular Malaysia_Sabah_Kalimantan_Philippines_Sulawesi_Sumatra_Java,30_1200
as Beilschmiedia filicifolia,Cryptocarya filicifolia,lau,Reinwardtia 5: 346 (1960),NA,NA,NA,NA,NA,W. New Guinea,2400
NA,Cryptocarya flavisperma,lau,Bot. Helv. 100: 35 (1990),NA,NA,NA,NA,NA,NA,NA
NA,Cryptocarya fluminensis,lau,Kostermans (1968) Reinwardtia 7,NA,NA,1_1.5,NA,NA,Papua New Guinea,30_200
NA,Cryptocarya forbesii,lau,Gamble (2010) Bull. Misc. Inform. Kew,NA,NA,2,NA,NA,New Guinea,NA
NA,Cryptocarya foxworthyi,lau,Leafl. Philipp. Bot. 10: 3752 (1939),NA,NA,NA,NA,NA,Luzon,1219
NA,Cryptocarya fuscopilosa,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,NA,NA,New Guinea,1000_1550
NA,Cryptocarya gigantocarpa,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,New Guinea,80_100
NA,Cryptocarya gigaphylla,lau,Kostermans (1988) Reinwardtia 10,NA,NA,NA,NA,NA,Obi island,1
NA,Cryptocarya glauca,lau,"Philipp. J. Sci., C 4: 258 (1909)",NA,NA,2_2.5,NA,NA,Luzon,NA
NA,Cryptocarya glauciphylla,lau,Leafl. Philipp. Bot. ii. 710 (1910),NA,NA,NA,NA,NA,Sibuyan,229
NA,Cryptocarya globosa,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,NA,NA,NA,Bougainville,150
NA,Cryptocarya gonioclada,lau,Bot. Mag. (Tokyo) 57 (1943),NA,NA,NA,NA,NA,Nabire (W. New Guinea),600
NA,Cryptocarya graebneriana,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,white,NA,New Guinea,10_40
NA,Cryptocarya griffithiana,lau,de Kok (2016) Kew Bull. 71,NA,NA,2.5_4,yellow_cream,NA,Peninsular Malaysia_Sarawak,120_1000
NA,Cryptocarya hartleyi,lau,Kostermans (1968) Reinwardtia 7,NA,NA,3.5,brownish red,NA,New Guinea,900_1700
NA,Cryptocarya hypospodia,lau,Wilson (2007) Flora of Australia,NA,NA,1.4_1.9,NA,NA,NA,NA
NA,Cryptocarya idenburgensis,lau,Kostermans (1968) Reinwardtia 7_J. Arnold Arbor. 23: 136 (1942),NA,NA,4,NA,NA,New Guinea,500_1700
NA,Cryptocarya ilocana,lau,Revis. Pl. Vasc. Filip. 223 (1886),NA,NA,NA,NA,NA,Philippines,NA
NA,Cryptocarya impressa,lau,de Kok (2015) Gard. Bull. Sing,NA,NA,1.2_2,yellow,NA,Vietnam_Laos_Peninsular Malaysia_Sarawak_Sumatra,150_900
NA,Cryptocarya impressivena,lau,Bot. Mag. (Tokyo) 57 (1943)_from specimen A00041407,NA,NA,NA,NA,NA,Nabire (W. New Guinea),600
NA,Cryptocarya intermedia,lau,Leafl. Philipp. Bot. viii. 2719 (1915),NA,NA,NA,NA,NA,Mindanao,1204
NA,Cryptocarya invasiorum,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Maluku_New Guinea,10_800
NA,Cryptocarya iridescens,lau,Kostermans (1968) Reinwardtia 7,NA,NA,2,white,NA,Papua New Guinea_Normanby island,50_170
NA,Cryptocarya kajewskii,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,2,NA,NA,Bougainville,950
NA,Cryptocarya kamahar,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,NA,NA,New Guinea,150
NA,Cryptocarya kurzii,lau,de Kok (2015) Gard. Bull. Sing,NA,NA,1.6_1.8,pale yellow_yellow-brown_greenish yellow,NA,Myanmar_Thailand_Peninsular Malaysia_Borneo_Sumatra_Philippines,1_610
NA,Cryptocarya laevigata,lau,de Kok (2016) Kew Bull. 71,NA,NA,1.2_5.6,cream_yellow-green_yellow,NA,Malesia_E. Australia,1_1830
NA,Cryptocarya lanceolata,lau,"Philipp. J. Sci., C 12: 127 (1917)",NA,NA,NA,NA,NA,Luzon,100
NA,Cryptocarya lancifolia,lau,Kostermans (1988) Reinwardtia 10,NA,NA,NA,NA,NA,Sulawesi,35
NA,Cryptocarya lancilimba,lau,Kostermans (1968) Reinwardtia 7,NA,NA,2,NA,NA,Papua New Guinea,10_1200
NA,Cryptocarya lanuginosa,lau,"Bull. Jard. Bot. Buitenzorg Ser. 3, xviii. 438 (1950) (?????)",NA,NA,NA,NA,NA,NA,NA
basionym Salgada lauriflora: no descrip in publication,Cryptocarya lauriflora,lau,"Fl. Filip., ed. 2 [F.M. Blanco] 221 (1845)",NA,NA,NA,NA,NA,Luzon,NA
also see original pub Bot Jarb. 58: 408 (1932),Cryptocarya ledermannii,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,NA,green,NA,W. New Guinea,1230_2150
NA,Cryptocarya loheri,lau,Philipp. J. Sci. 27: 24 (1925),NA,NA,2,NA,NA,Luzon,NA
NA,Cryptocarya longepetiolata,lau,Kostermans (1968) Reinwardtia 7,NA,NA,2,NA,NA,New Guinea_Bougainville,10_1200
1 poll. = 27.07mm,Cryptocarya lucida,lau,Mus. Bot. 1(21): 335 (1851),NA,NA,NA,NA,NA,Sulawesi_Borneo,NA
NA,Cryptocarya mackinnoniana,lau,Wilson (2007) Flora of Australia,NA,NA,1.1_1.9,NA,NA,New Guinea_Queensland,1_1100
NA,Cryptocarya macrophylla,lau,Gamble (2010) Bull. Misc. Inform. Kew,NA,NA,NA,NA,NA,New Guinea,NA
NA,Cryptocarya magnifolia,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,NA,NA,New Guinea,200_400
NA,Cryptocarya malayana,lau,de Kok (2016) Kew Bull. 71,NA,NA,1.8_2.5,NA,NA,Peninsular Malaysia_Sumatra,NA
NA,Cryptocarya massoy,lau,New and Critical Malesian Plants 3: 21 (1955),NA,NA,NA,NA,NA,NA,NA
Solomons only,Cryptocarya medicinalis,lau,J. Arnold Arbor. 31: 84 (1950),NA,NA,3,NA,NA,Solomon islands,1829
NA,Cryptocarya microcos,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Sulawesi,25_100
NA,Cryptocarya mindanaensis,lau,Leafl. Philipp. Bot. 8: 2721 (1915),NA,NA,NA,NA,NA,Mindanao,305
NA,Cryptocarya minutifolia,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,NA,NA,NA,New Guinea,2840
NA,Cryptocarya multinervis,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,NA,NA,New Guinea,1000
NA,Cryptocarya multipaniculata,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,NA,NA,New Guinea,600
NA,Cryptocarya myrcioides,lau,"Journal of Botany, British and Foreign. London 61(Suppl.): 42 (1923)",NA,NA,2,NA,NA,New Guinea,NA
NA,Cryptocarya nana,lau,Kostermans (1970) Reinwardtia 8,NA,NA,NA,NA,NA,Sumatra,300
NA,Cryptocarya nigra,lau,Kostermans (1968) Reinwardtia 7,NA,NA,3,yellow-brown,NA,Sarawak,30_50
NA,Cryptocarya nitens,lau,de Kok (2015) Gard. Bull. Sing,NA,NA,1.3_1.8,pale green_yellow,NA,Thailand_Peninsular Malaysia_Sumatra_Java,1_250
NA,Cryptocarya nothofagetorum,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Papua New Guinea,2000
1 poll. = 27.07mm,Cryptocarya obliqua,lau,Mus. Bot. 1(21): 334 (1851),NA,NA,NA,NA,NA,Java_Borneo,NA
NA,Cryptocarya oblongata,lau,"Philipp. J. Sci., C 12: 129 (1917)",NA,NA,NA,NA,NA,Luzon,NA
1 poll. = 27.07mm,Cryptocarya obtusifolia,lau,Prodr. [A. P. de Candolle] 15(1): 508 (1864),NA,NA,NA,NA,NA,New Guinea,NA
NA,Cryptocarya oligocarpa,lau,Philipp. J. Sci. 17: 257 (1920 publ. 1921),NA,NA,NA,NA,NA,Mindanao,NA
NA,Cryptocarya oligophlebia,lau,Philipp. J. Sci. 17: 257 (1921),NA,NA,4,white,NA,Basilan,20_200
NA,Cryptocarya ovata,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,NA,NA,New Guinea,40_50
NA,Cryptocarya ovatocaudata,lau,Kostermans (1968) Reinwardtia 7,NA,NA,2,yellow-green,NA,W. New Guinea,NA
NA,Cryptocarya pachyphylla,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,W. New Guinea,1750
now a synonym of C. ampla,Cryptocarya pacifica,lau,NA,NA,NA,NA,NA,NA,NA,NA
NA,Cryptocarya palawanensis,lau,"Philipp. J. Sci., C 4: 256 (1909)",NA,NA,2.5,NA,NA,Palawan,NA
NA,Cryptocarya pallida,lau,"Philipp. J. Sci., C 4: 256 (1909)",NA,NA,NA,NA,NA,Mindanao,NA
NA,Cryptocarya palmerensis,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,2_3,NA,NA,New Guinea,100_850
NA,Cryptocarya parallelinervia,lau,Kostermans (1968) Reinwardtia 7,NA,NA,2_3,NA,NA,Papua New Guinea,8_1300
NA,Cryptocarya parinarifolia,lau,Kostermans (1988) Reinwardtia 10,NA,NA,NA,NA,NA,Papua New Guinea,1300
NA,Cryptocarya parvifolia,lau,"Philipp. J. Sci., C 10: 271 (1915)_from specimen A00041452",NA,NA,NA,NA,NA,Leyte,NA
NA,Cryptocarya pergamentacea,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,2.3,cream,NA,New Guinea,NA
NA,Cryptocarya pergracilis,lau,Kostermans (1968) Reinwardtia 7,NA,NA,2.5,NA,NA,New Guinea,1000_1500
NA,Cryptocarya perlucida,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,2_3,khaki,NA,Papua New Guinea,1220_1525
NA,Cryptocarya pulchella,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,NA,NA,New Guinea,800
NA,Cryptocarya pulchrinervia,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Borneo,7_300
NA,Cryptocarya pullenii,lau,Kostermans (1968) Reinwardtia 7,NA,NA,3,NA,NA,Papua New Guinea,1700
NA,Cryptocarya pusilla,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,NA,NA,New Guinea,1300
NA,Cryptocarya ramosii,lau,Philipp. J. Sci. 14: 395 (1919),NA,NA,4,NA,NA,Luzon,NA
NA,Cryptocarya rarinervia,lau,"Journal of Botany, British and Foreign. London 61(Suppl.): 42 (1923)",NA,NA,2,NA,NA,New Guinea,914
Solomons only,Cryptocarya renicarpa,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Solomon islands,NA
NA,Cryptocarya resinosa,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,W. New Guinea,1_75
1 poll. = 27.07mm,Cryptocarya reticulata,lau,Mus. Bot. 1(21): 335 (1851),NA,NA,NA,NA,NA,Java,NA
NA,Cryptocarya rhizophoretum,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Papua New Guinea,NA
NA,Cryptocarya rifaii,lau,Kostermans (1970) Reinwardtia 8,NA,NA,NA,NA,NA,Mt Murud (Sarawak),2400
NA,Cryptocarya roemeri,lau,Nova Guinea 8: 820 (1912),NA,NA,NA,NA,NA,New Guinea,NA
"Probably won't find this: Cat. Gew. Buitenzorg (Blume) 65 (1823)_no specimens online (only C. rubra Skeels, not Blume)",Cryptocarya rubra,lau,NA,NA,NA,NA,NA,NA,NA,NA
NA,Cryptocarya rugulosa,lau,de Kok (2015) Gard. Bull. Sing,NA,NA,1.2_2,yellow-brown_pale yellow,NA,Thailand_Peninsula Malaysia_Sabah_Sarawak_Sumatra,15_650
Solomons only,Cryptocarya ruruvaiensis,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Solomon islands,NA
NA,Cryptocarya samarensis,lau,"Philipp. J. Sci., C 12: 130 (1917)",NA,NA,NA,NA,NA,Samar,NA
NA,Cryptocarya schlechteri,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,NA,NA,New Guinea,800
NA,Cryptocarya schoddei,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,New Guinea_Maluku,900_1200
NA,Cryptocarya sericeotriplinervia,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Arfak Mts (W. New Guinea),1800
NA,Cryptocarya sleumeri,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Vogelkop,1750_1800
NA,Cryptocarya splendens,lau,Kostermans (1968) Reinwardtia 7,NA,NA,1_1.5,NA,NA,New Guinea,1600_2600
NA,Cryptocarya strictifolia,lau,Kostermans (1968) Reinwardtia 7,NA,NA,2,NA,NA,Sumatra_Borneo,20_1575
NA,Cryptocarya subbullata,lau,Kostermans (1968) Reinwardtia 7,NA,NA,2.5,cream,NA,Papua New Guinea,75
NA,Cryptocarya subfalcata,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,1.6,NA,NA,New Guinea,1370
NA,Cryptocarya subtrinervis,lau,Bot. Mag. (Tokyo) 57 (1943),1.2,NA,NA,NA,NA,Nabire (W. New Guinea),500
NA,Cryptocarya subvelutina,lau,Leafl. Philipp. Bot. 2: 707 (1910),NA,NA,1.5,NA,NA,Philippines_Sulawesi,1067
NA,Cryptocarya sulavesiana,lau,Kostermans (1968) Reinwardtia 7,NA,NA,2,NA,NA,Sulawesi,NA
NA,Cryptocarya sulcata,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,3,dull yellow,NA,New Guinea,750_1795
NA,Cryptocarya sumatrana,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Sumatra_Java,75_250
NA,Cryptocarya sumbawaensis,lau,Kostermans (1968) Reinwardtia 7,NA,NA,2_2.5,NA,NA,Sumbawa,700_800
NA,Cryptocarya tawaensis,lau,Univ. Calif. Publ. Bot. 15: 89 (1929) (Bom has this in Carmen's office),NA,NA,NA,NA,NA,NA,NA
NA,Cryptocarya tebaensis,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,NA,NA,New Guinea,NA
NA,Cryptocarya tesselata,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Rossel island,50
NA,Cryptocarya tetragona,lau,J. Arnold Arbor. 23: 133 (1942),NA,NA,2,NA,NA,Papua New Guinea,1830
NA,Cryptocarya teysmanniana,lau,de Kok (2016) Kew Bull. 71,NA,NA,1.2_1.8,yellow-white,NA,Peninsular Malaysia_Sumatra_Sabah_Philippines,550_1500
NA,Cryptocarya todayensis,lau,Leafl. Philipp. Bot. 2: 709 (1910),NA,NA,1.5,NA,NA,Mindanao,NA
NA,Cryptocarya triplinervis,lau,Wilson (2007) Flora of Australia,NA,NA,1.4_2.2,cream_pale green,NA,Sulawesi_E. Australia_Lord Howe island,NA
NA,Cryptocarya tuanku-bujangii,lau,Kostermans (1970) Reinwardtia 8,NA,NA,3,NA,NA,Mt Murud (Sarawak),2400
NA,Cryptocarya umbonata,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,NA,NA,NA,Bougainville,1000
NA,Cryptocarya verrucosa,lau,Teschner (1923) Bot. Jahrb. Syst. 58,NA,NA,NA,NA,NA,New Guinea,4_1000
as Endiandra vidalii,Cryptocarya vidalii,lau,Leafl. Philipp. Bot. 2: 711 (1910),NA,NA,NA,NA,NA,Sibuyan,229
NA,Cryptocarya villarii,lau,Revis. Pl. Vasc. Filip.: 222 (1886),NA,NA,2_3,NA,NA,Luzon,NA
NA,Cryptocarya viridiflora,lau,Kostermans (1968) Reinwardtia 7,NA,NA,NA,NA,NA,Solomon islands_New Guinea,300_800
NA,Cryptocarya weinlandii,lau,"Fl. Schutzgeb. Südsee, Nachtr.: 270 (1905)",NA,NA,NA,NA,NA,New Guinea,NA
NA,Cryptocarya whiteana,lau,Allen (1942) J. Arnold Arbor. 23,NA,NA,NA,NA,NA,New Guinea,2400
NA,Cryptocarya womersleyi,lau,Kostermans (1968) Reinwardtia 7_from specimen A00041430,NA,NA,NA,NA,NA,Papua New Guinea,800
NA,Cryptocarya wrayi,lau,de Kok (2016) Kew Bull. 71,NA,NA,1.1_2.2,NA,NA,Peninsular Malaysia,300_1550
NA,Cryptocarya xylophylla,lau,Kostermans (1968) Reinwardtia 7,NA,NA,1.5,NA,NA,Papua New Guinea,2650_2700
NA,Cryptocarya zamboangensis,lau,"Philipp. J. Sci., C 12: 130 (1917)",NA,NA,2,white,NA,Mindanao,NA
NA,Cryptocarya zollingeriana,lau,de Kok (2016) Kew Bull. 71,NA,NA,1.1_1.5,white-green_pink_red,NA,Peninsular Malaysia_Sabah_Sumatra_Java,NA
NA,Dehaasia acuminata,lau,Koord. & Valeton (1904) Meded. Lands Plantentuin 68,NA,NA,NA,NA,NA,Java,10_800
Bot. Jahrb. Syst. 93: 429 (1973),Dehaasia brachybotrys,lau,University of California Publications in Botany xv. 85 (1929) (Beilschmiedia brachybotrys),NA,NA,NA,NA,NA,NA,NA
1 poll. = 27.07mm,Dehaasia caesia,lau,Mus. Bot. 1: 333 (1851),NA,NA,NA,NA,NA,Borneo_Java_Sulawesi_Sumatra_Vietnam,NA
new comb here: J. Arnold Arbor. 23: 445 (1942),Dehaasia cairocan,lau,Revis. Pl. Vasc. Filip. 223 (1886)_Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,NA,NA,NA,Philippines_Sulawesi,25_200
NA,Dehaasia candolleana,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,0.75_1.25,white,NA,Andaman islands_Bangladesh_Thailand_Myanmar_Peninsular Malaysia,5_100
NA,Dehaasia celebica,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,2,NA,NA,Sulawesi,70_300
NA,Dehaasia corynantha,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,1_2,white,NA,Borneo,2_100
NA,Dehaasia cuneata,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,1.25,yellowish_yellowish green,NA,Andaman islands_Borneo_Cambodia_Java_Laos_Peninsular Malaysia_Sumatra_Vietnam,20_700
1 poll. = 27.07mm,Dehaasia firma,lau,Mus. Bot. 1(21): 333 (1851)_Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,NA,NA,NA,Borneo,3_650
NA,Dehaasia gigantocarpa,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,NA,NA,NA,Mt Kinabalu (Sabah),NA
NA,Dehaasia hirsuta,lau,Reinwardtia 5: 348 (1960),NA,NA,NA,NA,NA,Borneo,NA
NA,Dehaasia incrassata,lau,Li et al (2008) Flora of China,NA,NA,1.2,NA,NA,Vietnam_Thailand_Peninsular Malaysia_Sumatra_Java_Borneo_Sulawesi_Philippines,NA
NA,Dehaasia lancifolia,lau,Journal of the Linnean Society xxxviii. 320 (1908)_Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,NA,NA,NA,Peninsular Malaysia,800_2000
as Beilschmiedia longipedicellata,Dehaasia longipedicellata,lau,Bull. Misc. Inform. Kew 1926: 475 (1926)_Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,NA,NA,NA,Peninsular Malaysia,9
NA,Dehaasia longipetiolata,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,1,NA,NA,Thailand_Cambodia_Peninsula Malaysia,200_500
as Beilschmiedia longipedicellata,Dehaasia membranacea,lau,University of California Publications in Botany xv. 83 (1929)_Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,NA,white,NA,Borneo,200_400
NA,Dehaasia palembanica,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,1_1.5,NA,NA,Sumatra_Borneo,150_900
1 poll. = 27.07mm,Dehaasia paradoxa,lau,Mus. Bot. 1: 333 (1851)_Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,0.5_1.25,NA,NA,Borneo,20_500
1 poll. = 27.07mm,Dehaasia pauciflora,lau,Mus. Bot. 1: 333 (1851)_Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,NA,NA,NA,Vietnam_Peninsular Malaysia_Sumatra_Borneo,5_1300
see basionym,Dehaasia polyneura,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,NA,NA,NA,Peninsular Malaysia_Sumatra_Vietnam_Borneo,20_1530
NA,Dehaasia pugerensis,lau,Meded. Lands Plantentuin 68: 204 (1904)_Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,1.5_2,NA,NA,Java,NA
NA,Dehaasia spectabilis,lau,Fl. Ned. Ind. 3: 136 (1856),NA,NA,NA,NA,NA,NA,NA
NA,Dehaasia subcaesia,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,1.5_2,NA,NA,Sumatra,5_40
NA,Dehaasia sumatrana,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,1.5,NA,NA,Sumatra,160_1000
NA,Dehaasia sumbaensis,lau,Kostermans (1973) Bot. Jahrb. Syst. 93_from specimen L0036336,NA,NA,NA,NA,NA,Sumba,NA
NA,Dehaasia teijsmannii,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,1.25,NA,NA,Sumatra,NA
as Beilschmiedia titanophylla,Dehaasia titanophylla,lau,New Crit. Mal. Pl. 4: 40 (1955)_Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,NA,NA,NA,Borneo,20_600
1 poll. = 27.07mm,Dehaasia tomentosa,lau,Kostermans (1973) Bot. Jahrb. Syst. 93_Mus. Bot. 1: 334 (1851),NA,NA,NA,NA,NA,Borneo_Peninsular Malaysia_Sumatra,20_200
NA,Dehaasia turfosa,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,1_2,NA,NA,Borneo,8_75
NA,Dehaasia velutinosa,lau,Kostermans (1973) Bot. Jahrb. Syst. 93,NA,NA,1.5_2,NA,NA,Kalimantan,30
done,Clerodendrum elbertii,lam,NA,NA,NA,NA,NA,NA,Sw,NA
done,Clerodendrum hettae,lam,NA,NA,NA,NA,NA,NA,L; Sw,NA
Carmen,Agalmyla stellifera,ges,Hilliard & Burtt (2002) Edinb J Bot 59: 1-210,4.2_7.5,16.5_26,22_33,red to red-brown,NA,Flores_Bali_Lombok,800_1900
Carmen,Epithema madulidii,ges,Bransgrove & Middleton (2015) Gardens' Bull Sing 67: 159-229.,6.3_7,3.3_6.5,5_10.4,violet at tips,NA,Philippines,50_550
Carmen,Epithema parvibracteatum,ges,Bransgrove & Middleton (2015) Gardens' Bull Sing 67: 159-229.,3.5_4.3,2.9_3.8,4.2_5.4,white,NA,Peninsular Malaysia,60_150
Carmen,Epithema benthamii,ges,Bransgrove & Middleton (2015) Gardens' Bull Sing 67: 159-229.,2.4_6,4_8,5_10,white (blue to purple),NA,Sulawesi_Moluccas_West Papua_Philippines,0_1600
Carmen,Epithema ceylanicum,ges,Bransgrove & Middleton (2015) Gardens' Bull Sing 67: 159-229.,2.1_8,3.2_6.3,5_8.5,"white, blue, blue-violet, pink",NA,Philippines_India_Andamans_Sri Lanka_Taiwan_Myanmar_Thailand_Cambodia_Vietnam,0_2000
Carmen,Epithema dolichopodum,ges,Bransgrove & Middleton (2015) Gardens' Bull Sing 67: 159-229.,3.8_5.6,3.3_6.3,5_8.4,white and blue,NA,Borneo_Palawan,90_150
Carmen,Epithema horsfieldii,ges,Bransgrove & Middleton (2015) Gardens' Bull Sing 67: 159-229.,2.5_5.7,4_9,6.5_12,"blue, lilac, violet-purple and white",NA,Java_Lesser Sunda isalnds_Sulawesi_Timor Leste,40_900
Carmen,Epithema involucratum,ges,Bransgrove & Middleton (2015) Gardens' Bull Sing 67: 159-229.,2.9_4.4,5_6,9_11,light blue to dark violet,NA,Sulawesi_Timor_Moluccas,n/a
