"PlotNo","restoration","binomial_name","Family","Genus","Species","DBH.mm","Height_m","species_origin"
"3D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",219,28.8,"CP"
"3D","AR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",189,15.8,"CP"
"3D","AR","Shorea fallax","DIPTEROCARPACEAE","Shorea","fallax",117,18.1,"CP"
"3D","AR","Anisoptera costata","DIPTEROCARPACEAE","Anisoptera","costata",178,21.5,"CP"
"3D","AR","Glochidion lanceisepalum","PHYLLANTHACEAE","Glochidion","lanceisepalum",248,27.6,"CP"
"3D","AR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",127,6.8,"CP"
"3D","AR","Aglaia silvestris","MELIACEAE","Aglaia","silvestris",199,27.5,"CP"
"3D","AR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",114,6.7,"CP"
"3D","AR","Unknown unknown mixed","LAURACEAE","Unknown","unknown mixed",646,32.1,"CP"
"3D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",192,17.2,"CP"
"3D","AR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",302,24.4,"CP"
"3D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",137,21.5,"CP"
"3D","AR","Blumeodendron kurzii","EUPHORBIACEAE","Blumeodendron","kurzii",209,24.6,"CP"
"3D","AR","Shorea beccariana","Dipterocarpaceae","Shorea","beccariana",166,19.8,"CP"
"3D","AR","Adenanthera malayana","FABACEAE","Adenanthera","malayana",405,47.5,"CP"
"3D","AR","Unknown unknown mixed","RUBIACEAE","Unknown","unknown mixed",292,21.3,"CP"
"3D","AR","Mallotus stipularis","EUPHORBIACEAE","Mallotus","stipularis",127,14.4,"CP"
"3D","AR","Maasia sumatrana","ANNONACEAE","Maasia","sumatrana",207,19.6,"CP"
"3D","AR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",132,10.1,"CP"
"3D","AR","Unknown unknown mixed","LIANA","Unknown","unknown mixed",169,29.2,"CP"
"3D","AR","Fordia splendidissima","FABACEAE","Fordia","splendidissima",103,13.1,"CP"
"3D","AR","Shorea beccariana","Dipterocarpaceae","Shorea","beccariana",122,16.7,"CP"
"3D","AR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",224,30.2,"CP"
"3D","AR","Neesia synandra","MALVACEAE","Neesia","synandra",163,17.2,"CP"
"3D","AR","Barringtonia lanceolata","BARRINGTONIACEAE","Barringtonia","lanceolata",212,18.5,"CP"
"3D","AR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",155,13.5,"CP"
"3D","AR","Chisocheton sarawakensis","MELIACEAE","Chisocheton","sarawakensis",109,15.9,"CP"
"3D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",124,18.9,"CP"
"3D","AR","Artocarpus unknown mixed","MORACEAE","Artocarpus","unknown mixed",180,19,"CP"
"3D","AR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",158,19.8,"CP"
"3D","AR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",234,26.9,"CP"
"3D","AR","Ptychopyxis arborea","EUPHORBIACEAE","Ptychopyxis","arborea",166,19.4,"CP"
"3D","AR","Mallotus penangensis","EUPHORBIACEAE","Mallotus","penangensis",114,14.9,"CP"
"3D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",123,11.6,"CP"
"3D","AR","Shorea macrophylla","DIPTEROCARPACEAE","Shorea","macrophylla",858,44.2,"CP"
"3D","AR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",137,2.4,"CP"
"3D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",194,15.7,"CP"
"3D","AR","Fordia brachybotrys","FABACEAE","Fordia","brachybotrys",154,13.3,"CP"
"3D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",113,11.4,"CP"
"3D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",148,15.9,"CP"
"3D","AR","Diospyros elliptifolia","EBENACEAE","Diospyros","elliptifolia",125,13.8,"CP"
"3D","AR","Prunus polystachya","ROSACEAE","Prunus","polystachya",175,20.5,"CP"
"3D","AR","Microcos ossea","MALVACEAE","Microcos","ossea",146,23.1,"CP"
"3D","AR","Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana",189,17.2,"CP"
"3D","AR","Mangifera unknown mixed","ANACARDIACEAE","Mangifera","unknown mixed",642,49.7,"CP"
"3D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",116,16.5,"CP"
"3D","AR","Ochanostachys amentacea","OLACACEAE","Ochanostachys","amentacea",544,25.9,"CP"
"3D","AR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",423,35.2,"CP"
"3D","AR","Unknown unknown mixed","LAURACEAE","Unknown","unknown mixed",237,28.2,"CP"
"3D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",181,15.2,"CP"
"3D","AR","Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum",334,33.5,"CP"
"3D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",117,14.5,"CP"
"3D","AR","Knema latericia","MYRISTICACEAE","Knema","latericia",221,20.2,"CP"
"3D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",561,41.3,"CP"
"3D","AR","Koompassia excelsa","FABACEAE","Koompassia","excelsa",280,36.8,"CP"
"3D","AR","Macaranga conifera","EUPHORBIACEAE","Macaranga","conifera",117,16.7,"CP"
"3D","AR","Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum",345,19,"CP"
"3D","AR","Nothaphoebe canascens","LAURACEAE","Nothaphoebe","canascens",272,26.8,"CP"
"3D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",116,10.6,"CP"
"3D","AR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",340,34.3,"CP"
"3D","AR","Prunus polystachya","ROSACEAE","Prunus","polystachya",122,24.9,"CP"
"3D","AR","Macaranga conifera","EUPHORBIACEAE","Macaranga","conifera",478,35.2,"CP"
"3D","AR","Unknown unknown mixed","ANNONACEAE","Unknown","unknown mixed",123,17.7,"CP"
"3D","AR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",100,16,"CP"
"3D","AR","Shorea beccariana","Dipterocarpaceae","Shorea","beccariana",174,23.8,"CP"
"3D","AR","Cryptocarya erectinervia","LAURACEAE","Cryptocarya","erectinervia",194,21.4,"CP"
"3D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",253,26.2,"CP"
"3D","AR","Alseodaphne unknown mixed","LAURACEAE","Alseodaphne","unknown mixed",367,30.8,"CP"
"3D","AR","Neoscortechinia kingii","EUPHORBIACEAE","Neoscortechinia","kingii",178,23.9,"CP"
"3D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",271,31.3,"CP"
"3D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",117,13.4,"CP"
"3D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",519,31.6,"CP"
"3D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",285,38.2,"CP"
"3D","AR","Chisocheton sarawakensis","MELIACEAE","Chisocheton","sarawakensis",118,20.3,"CP"
"3D","AR","Scaphium longiflorum","MALVACEAE","Scaphium","longiflorum",138,22.4,"CP"
"3D","AR","Barringtonia macrostachya","BARRINGTONIACEAE","Barringtonia","macrostachya",108,10.7,"CP"
"3D","AR","Prunus polystachya","ROSACEAE","Prunus","polystachya",147,18.7,"CP"
"3D","AR","Scaphium longiflorum","MALVACEAE","Scaphium","longiflorum",192,30.1,"CP"
"3D","AR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",491,38.8,"CP"
"3D","AR","Gironniera nervosa","ULMACEAE","Gironniera","nervosa",214,25.7,"CP"
"3D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",378,36.6,"CP"
"3D","AR","Vitex pinnata","LAMIACEAE","Vitex","pinnata",230,22.2,"CP"
"3D","AR","Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum",366,35,"CP"
"3D","AR","Shorea macrophylla","DIPTEROCARPACEAE","Shorea","macrophylla",205,24.6,"CP"
"3D","AR","Knema unknown mixed","MYRISTICACEAE","Knema","unknown mixed",124,13.9,"CP"
"3D","AR","Canarium odontophyllum","BURSERACEAE","Canarium","odontophyllum",489,32.9,"CP"
"3D","AR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",186,15.3,"CP"
"3D","AR","Artocarpus unknown mixed","MORACEAE","Artocarpus","unknown mixed",279,30.6,"CP"
"3D","AR","Mallotus stipularis","EUPHORBIACEAE","Mallotus","stipularis",133,15,"CP"
"3D","AR","Litsea fulva","LAURACEAE","Litsea","fulva",164,31.4,"CP"
"3D","AR","Unknown unknown mixed","MALVACEAE","Unknown","unknown mixed",434,34.6,"CP"
"3D","AR","Vatica dulitensis","DIPTEROCARPACEAE","Vatica","dulitensis",182,27.5,"CP"
"3D","AR","Dipterocarpus unknown mixed","DIPTEROCARPACEAE","Dipterocarpus","unknown mixed",981,47.6,"CP"
"3D","AR","Ardisia  colorata","PRIMULACEAE","Ardisia ","colorata",186,18.6,"CP"
"3D","AR","Neoscortechinia kingii","EUPHORBIACEAE","Neoscortechinia","kingii",131,15.8,"CP"
"3D","AR","Microcos fibrocarpa","MALVACEAE","Microcos","fibrocarpa",137,27.6,"CP"
"3D","AR","Litsea caulocarpa","LAURACEAE","Litsea","caulocarpa",379,28.5,"CP"
"3D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",133,15.1,"CP"
"3D","AR","Litsea unknown mixed","LAURACEAE","Litsea","unknown mixed",165,17.3,"CP"
"3D","AR","Dacryodes unknown mixed","BURSERACEAE","Dacryodes","unknown mixed",144,30,"CP"
"3D","AR","Litsea caulocarpa","LAURACEAE","Litsea","caulocarpa",175,19.4,"CP"
"3D","AR","Rothmannia pseudoternisfolia","RUBIACEAE","Rothmannia","pseudoternisfolia",303,33.6,"CP"
"3D","AR","Chionanthus pluriflorus","OLEACEAE","Chionanthus","pluriflorus",150,17.2,"CP"
"3D","AR","Pentace laxiflora","MALVACEAE","Pentace","laxiflora",503,46.3,"CP"
"3D","AR","Shorea beccariana","Dipterocarpaceae","Shorea","beccariana",805,46.1,"CP"
"3D","AR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",145,8.7,"CP"
"3D","AR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",118,17.1,"CP"
"3D","AR","Dehaasia caesia","LAURACEAE","Dehaasia","caesia",260,23.4,"CP"
"3D","AR","Pternandra coerulescens","MELASTOMATACEAE","Pternandra","coerulescens",129,16.9,"CP"
"3D","AR","Dipterocarpus unknown mixed","DIPTEROCARPACEAE","Dipterocarpus","unknown mixed",408,34.3,"CP"
"3D","AR","Unknown unknown mixed","ANNONACEAE","Unknown","unknown mixed",161,20.8,"CP"
"3D","AR","Knema elmeri","MYRISTICACEAE","Knema","elmeri",125,17.2,"CP"
"3D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",104,5.9,"CP"
"3D","AR","Shorea atrinervosa","DIPTEROCARPACEAE","Shorea","atrinervosa",212,31.9,"CP"
"3D","AR","Unknown unknown mixed","ANNONACEAE","Unknown","unknown mixed",144,28.8,"CP"
"3D","AR","Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana",268,15.8,"CP"
"3D","AR","Neoscortechinia kingii","EUPHORBIACEAE","Neoscortechinia","kingii",157,20.3,"CP"
"3D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",161,15.3,"CP"
"3D","AR","Dipterocarpus unknown mixed","DIPTEROCARPACEAE","Dipterocarpus","unknown mixed",538,40.4,"CP"
"3D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",130,16.4,"CP"
"3D","AR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",688,47.1,"CP"
"3D","AR","Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana",377,25.9,"CP"
"3D","AR","Mallotus stipularis","EUPHORBIACEAE","Mallotus","stipularis",142,12.5,"CP"
"3D","AR","Chisocheton sarawakensis","MELIACEAE","Chisocheton","sarawakensis",NA,NA,"CP"
"3D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",NA,NA,"CP"
"4D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",192,23.4,"CP"
"4D","AR","Beilschmiedia tawaensis","LAURACEAE","Beilschmiedia","tawaensis",211,18.1,"CP"
"4D","AR","Unknown unknown mixed","MYRISTICACEAE","Unknown","unknown mixed",887,47.9,"CP"
"4D","AR","Maasia sumatrana","ANNONACEAE","Maasia","sumatrana",148,16.1,"CP"
"4D","AR","Shorea unknown mixed","DIPTEROCARPACEAE","Shorea","unknown mixed",221,24.7,"CP"
"4D","AR","Rothmannia pseudoternisfolia","RUBIACEAE","Rothmannia","pseudoternisfolia",150,16.5,"CP"
"4D","AR","Aporusa frutescens","PHYLLANTHACEAE","Aporusa","frutescens",124,14.8,"CP"
"4D","AR","Lithocarpus nieuwenhuisii","FAGACEAE","Lithocarpus","nieuwenhuisii",362,26.3,"CP"
"4D","AR","Maasia sumatrana","ANNONACEAE","Maasia","sumatrana",175,20.1,"CP"
"4D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",156,16.4,"CP"
"4D","AR","Shorea macrophylla","DIPTEROCARPACEAE","Shorea","macrophylla",475,38,"CP"
"4D","AR","Dehaasia incrassata","LAURACEAE","Dehaasia","incrassata",336,24.5,"CP"
"4D","AR","Vatica dulitensis","DIPTEROCARPACEAE","Vatica","dulitensis",146,20.5,"CP"
"4D","AR","Shorea macrophylla","DIPTEROCARPACEAE","Shorea","macrophylla",925,39.6,"CP"
"4D","AR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",382,25.5,"CP"
"4D","AR","Dipterocarpus unknown mixed","DIPTEROCARPACEAE","Dipterocarpus","unknown mixed",159,18.4,"CP"
"4D","AR","Xanthophyllum unknown mixed","POLYGALACEAE","Xanthophyllum","unknown mixed",159,13,"CP"
"4D","AR","Shorea fallax","DIPTEROCARPACEAE","Shorea","fallax",225,24.3,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",166,25.4,"CP"
"4D","AR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",236,31.8,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",343,25.6,"CP"
"4D","AR","Xanthophyllum unknown mixed","POLYGALACEAE","Xanthophyllum","unknown mixed",186,18.4,"CP"
"4D","AR","Shorea atrinervosa","DIPTEROCARPACEAE","Shorea","atrinervosa",116,19,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",652,38.7,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",343,40.1,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",535,34.6,"CP"
"4D","AR","Dipterocarpus unknown mixed","DIPTEROCARPACEAE","Dipterocarpus","unknown mixed",340,40,"CP"
"4D","AR","Vatica dulitensis","DIPTEROCARPACEAE","Vatica","dulitensis",440,38.6,"CP"
"4D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",125,8.8,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",105,17.5,"CP"
"4D","AR","Diospyros elliptifolia","EBENACEAE","Diospyros","elliptifolia",151,10.4,"CP"
"4D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",121,13.1,"CP"
"4D","AR","Hopea nervosa","Dipterocarpaceae","Hopea","nervosa",283,23.7,"CP"
"4D","AR","Shorea unknown mixed","DIPTEROCARPACEAE","Shorea","unknown mixed",896,49.8,"CP"
"4D","AR","Diospyros unknown mixed","EBENACEAE","Diospyros","unknown mixed",207,25.1,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",300,21.3,"CP"
"4D","AR","Garcinia andersonii","CLUSIACEAE","Garcinia","andersonii",126,16.3,"CP"
"4D","AR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",115,6.7,"CP"
"4D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",122,19.9,"CP"
"4D","AR","Scaphium longiflorum","MALVACEAE","Scaphium","longiflorum",167,20.1,"CP"
"4D","AR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",105,10.5,"CP"
"4D","AR","Shorea fallax","DIPTEROCARPACEAE","Shorea","fallax",123,9.7,"CP"
"4D","AR","Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana",380,26,"CP"
"4D","AR","Xanthophyllum unknown mixed","POLYGALACEAE","Xanthophyllum","unknown mixed",139,15.1,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",308,27.9,"CP"
"4D","AR","Shorea macroptera","DIPTEROCARPACEAE","Shorea","macroptera",608,40.3,"CP"
"4D","AR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",141,13.5,"CP"
"4D","AR","Shorea macroptera","DIPTEROCARPACEAE","Shorea","macroptera",218,29.8,"CP"
"4D","AR","Diplospora malaccensis","RUBIACEAE","Diplospora","malaccensis",132,20.1,"CP"
"4D","AR","Xanthophyllum unknown mixed","POLYGALACEAE","Xanthophyllum","unknown mixed",149,15.4,"CP"
"4D","AR","Shorea fallax","DIPTEROCARPACEAE","Shorea","fallax",173,18.4,"CP"
"4D","AR","Shorea macrophylla","DIPTEROCARPACEAE","Shorea","macrophylla",240,34.6,"CP"
"4D","AR","Shorea fallax","DIPTEROCARPACEAE","Shorea","fallax",167,17.9,"CP"
"4D","AR","Shorea macrophylla","DIPTEROCARPACEAE","Shorea","macrophylla",902,68.7,"CP"
"4D","AR","Psydrax dicoccus","RUBIACEAE","Psydrax","dicoccus",123,18,"CP"
"4D","AR","Shorea macroptera","DIPTEROCARPACEAE","Shorea","macroptera",302,24.1,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",222,16.3,"CP"
"4D","AR","Shorea macroptera","DIPTEROCARPACEAE","Shorea","macroptera",380,35.7,"CP"
"4D","AR","Stemonurus unknown mixed","STEMONURACEAE","Stemonurus","unknown mixed",353,25.9,"CP"
"4D","AR","Ochanostachys amentacea","OLACACEAE","Ochanostachys","amentacea",447,30.4,"CP"
"4D","AR","Vatica dulitensis","DIPTEROCARPACEAE","Vatica","dulitensis",217,28.6,"CP"
"4D","AR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",151,13.9,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",283,32.6,"CP"
"4D","AR","Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana",246,23,"CP"
"4D","AR","Shorea pauciflora","DIPTEROCARPACEAE","Shorea","pauciflora",1446,56.5,"CP"
"4D","AR","Unknown unknown mixed","LIANA","Unknown","unknown mixed",178,56.5,"CP"
"4D","AR","Unknown unknown mixed","LIANA","Unknown","unknown mixed",116,56.5,"CP"
"4D","AR","Parashorea tomentella","DIPTEROCARPACEAE","Parashorea","tomentella",252,30.9,"CP"
"4D","AR","Reinwardtiodendron humile","MELIACEAE","Reinwardtiodendron","humile",110,22.1,"CP"
"4D","AR","Ficus unknown mixed","MORACEAE","Ficus","unknown mixed",198,26.3,"CP"
"4D","AR","Knema latericia","MYRISTICACEAE","Knema","latericia",123,13.5,"CP"
"4D","AR","Lithocarpus nieuwenhuisii","FAGACEAE","Lithocarpus","nieuwenhuisii",133,23.3,"CP"
"4D","AR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",113,21.8,"CP"
"4D","AR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",153,21.1,"CP"
"4D","AR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",129,21.6,"CP"
"4D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",601,78.2,"CP"
"4D","AR","Neesia synandra","MALVACEAE","Neesia","synandra",147,16.6,"CP"
"4D","AR","Xanthophyllum unknown mixed","POLYGALACEAE","Xanthophyllum","unknown mixed",188,17.3,"CP"
"4D","AR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",305,46.1,"CP"
"4D","AR","Scaphium longiflorum","MALVACEAE","Scaphium","longiflorum",155,16,"CP"
"4D","AR","Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana",500,30,"CP"
"4D","AR","Dryobalanops lanceolata","DIPTEROCARPACEAE","Dryobalanops","lanceolata",112,15.9,"CP"
"4D","AR","Ardisia  colorata","PRIMULACEAE","Ardisia ","colorata",120,20.7,"CP"
"4D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",195,27.6,"CP"
"4D","AR","Knema latericia","MYRISTICACEAE","Knema","latericia",184,15.1,"CP"
"4D","AR","Shorea pauciflora","DIPTEROCARPACEAE","Shorea","pauciflora",107,11.3,"CP"
"4D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",139,15.3,"CP"
"4D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",913,38.8,"CP"
"4D","AR","Aglaia tomentosa","MELIACEAE","Aglaia","tomentosa",113,17.6,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",107,12.9,"CP"
"4D","AR","Phaeanthus splendens","ANNONACEAE","Phaeanthus","splendens",292,30.3,"CP"
"4D","AR","Casearia grewiifolia","SAPINDACEAE","Casearia","grewiifolia",166,13.7,"CP"
"4D","AR","Knema latericia","MYRISTICACEAE","Knema","latericia",152,26,"CP"
"4D","AR","Teijsmanniodendron unknown mixed","LAMIACEAE","Teijsmanniodendron","unknown mixed",468,36.2,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",240,18.3,"CP"
"4D","AR","Shorea fallax","DIPTEROCARPACEAE","Shorea","fallax",130,12.9,"CP"
"4D","AR","Dacryodes unknown mixed","BURSERACEAE","Dacryodes","unknown mixed",588,26.4,"CP"
"4D","AR","Ryparosa hullettii","ACHARIACEAE","Ryparosa","hullettii",118,8,"CP"
"4D","AR","Xanthophyllum affine","POLYGALACEAE","Xanthophyllum","affine",238,17.3,"CP"
"4D","AR","Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana",188,21.8,"CP"
"4D","AR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",555,26.6,"CP"
"4D","AR","Crudia tenuipes","FABACEAE","Crudia","tenuipes",120,13.6,"CP"
"4D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",196,13.6,"CP"
"4D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",2008,60.9,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",227,18.8,"CP"
"4D","AR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",231,22.2,"CP"
"4D","AR","Vatica dulitensis","DIPTEROCARPACEAE","Vatica","dulitensis",285,24.4,"CP"
"4D","AR","Unknown unknown mixed","FABACEAE","Unknown","unknown mixed",229,18.9,"CP"
"4D","AR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",139,12.9,"CP"
"4D","AR","Neoscortechinia kingii","EUPHORBIACEAE","Neoscortechinia","kingii",133,14.1,"CP"
"4D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",153,18.2,"CP"
"4D","AR","Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana",535,21.8,"CP"
"4D","AR","Mallotus stipularis","EUPHORBIACEAE","Mallotus","stipularis",128,13.1,"CP"
"4D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",460,24.1,"CP"
"4D","AR","Shorea macrophylla","DIPTEROCARPACEAE","Shorea","macrophylla",106,13,"CP"
"4D","AR","Mallotus stipularis","EUPHORBIACEAE","Mallotus","stipularis",113,17.5,"CP"
"4D","AR","Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana",432,30,"CP"
"4D","AR","Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana",512,28.1,"CP"
"4D","AR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",101,10.2,"CP"
"4D","AR","Ludekia borneensis","RUBIACEAE","Ludekia","borneensis",460,42.4,"CP"
"4D","AR","Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa",329,29.3,"CP"
"5D","AR","Shorea pauciflora","DIPTEROCARPACEAE","Shorea","pauciflora",521,30.2,"CP"
"5D","AR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",148,14.1,"CP"
"5D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",120,10.1,"CP"
"5D","AR","Glochidion lanceisepalum","PHYLLANTHACEAE","Glochidion","lanceisepalum",160,6.9,"CP"
"5D","AR","Microcos ossea","MALVACEAE","Microcos","ossea",157,10.8,"CP"
"5D","AR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",332,20.7,"CP"
"5D","AR","Macaranga hypoleuca","EUPHORBIACEAE","Macaranga","hypoleuca",437,30.5,"CP"
"5D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",365,15.9,"CP"
"5D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",124,18.1,"CP"
"5D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",1220,57.1,"CP"
"5D","AR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",317,38,"CP"
